suggested_new_category_path,post_count
/cmc,1635
/conflicts/company,25
/conflicts/ideology,3
/conflicts/regulation,11318
/investigations/collapse,677
/investigations/controversy,401
/investigations/fraud,1125
/people/founders,98
/people/influencers,11
/people/institutions,44
/power/exchanges,36
/power/regulators,1
/power/vcs,12
/press-release,89
/stories/company-sagas,1
/stories/market-drama,38
